Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,position,height,weight,country,draft_year,draft_number,conference,division,team,Group
A.J. Green,20.09,2.72,5.56,0.45,2.44,5.11,0.41,0.28,0.33,0.14,0.22,1.78,2.0,0.89,0.56,0.06,0.5,1.83,8.17,6.02,G,1.93,85.5,USA,undrafted,undrafted,East,Central,Milwaukee Bucks,Role Players
AJ Johnson,2.07,0.25,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.5,0.08,G,1.96,72.0,USA,2024,23,East,Central,Milwaukee Bucks,Prospects and Bench Players
Aaron Gordon,30.34,5.29,10.0,0.52,1.71,3.14,0.49,3.14,3.71,0.61,2.71,4.0,6.71,3.14,0.71,0.29,1.29,1.86,15.43,14.5,F,2.03,105.75,USA,2014,4,West,Northwest,Denver Nuggets,All-Stars
Aaron Holiday,8.73,1.27,2.82,0.41,0.82,2.09,0.29,0.45,0.64,0.18,0.0,0.82,0.82,1.27,0.09,0.09,0.27,0.45,3.82,3.12,G,1.83,83.25,USA,2018,23,West,Southwest,Houston Rockets,Prospects and Bench Players
Aaron Nesmith,22.7,3.17,6.0,0.55,1.0,1.83,0.5,1.83,2.17,0.44,0.67,3.33,4.0,1.0,0.67,0.33,0.83,4.0,9.17,6.73,F,1.98,96.75,USA,2020,14,East,Central,Indiana Pacers,Role Players
Aaron Wiggins,20.79,3.58,8.0,0.46,1.53,3.63,0.44,0.53,0.68,0.25,1.16,2.63,3.79,1.53,0.79,0.26,0.84,1.37,9.21,7.23,G,1.96,85.5,USA,2021,55,West,Northwest,Oklahoma City Thunder,Role Players
Adam Flagler,3.31,0.44,1.67,0.35,0.44,1.56,0.35,0.0,0.0,0.0,0.11,0.44,0.56,0.0,0.22,0.0,0.0,0.44,1.33,0.6,G,1.9,81.0,USA,undrafted,undrafted,West,Northwest,Oklahoma City Thunder,Prospects and Bench Players
Adama Sanogo,4.57,1.0,1.67,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.33,0.0,0.0,0.33,0.33,2.0,1.47,F,2.06,110.25,Mali,undrafted,undrafted,East,Central,Chicago Bulls,Prospects and Bench Players
Adem Bona,5.2,0.5,0.67,0.35,0.0,0.0,0.0,0.25,0.33,0.14,0.5,1.17,1.67,0.0,0.0,0.5,0.33,0.92,1.25,1.3,F,2.08,105.75,Nigeria,2024,41,East,Atlantic,Philadelphia 76ers,Prospects and Bench Players
Ajay Mitchell,16.4,2.26,4.68,0.44,0.58,1.37,0.35,0.53,0.68,0.29,0.37,1.16,1.53,1.63,0.89,0.05,0.79,1.63,5.63,4.43,G,1.96,85.5,Belgium,2024,38,West,Northwest,Oklahoma City Thunder,Role Players
Al Horford,27.67,3.47,7.27,0.45,2.2,5.13,0.42,0.4,0.4,0.27,0.93,4.2,5.13,2.4,0.8,0.87,0.93,1.53,9.53,9.29,F,2.06,108.0,Dominican Republic,2007,3,East,Atlantic,Boston Celtics,Role Players
Alec Burks,16.65,2.0,4.3,0.41,1.4,3.0,0.26,0.5,0.6,0.25,0.4,1.8,2.2,1.5,0.4,0.3,0.2,0.5,5.9,5.73,G,1.96,96.3,USA,2011,12,East,Southeast,Miami Heat,Prospects and Bench Players
Alex Caruso,19.7,2.0,5.62,0.32,0.62,3.0,0.2,0.38,0.54,0.19,0.69,2.23,2.92,2.15,1.85,0.62,0.69,2.62,5.0,5.01,G,1.96,83.7,USA,undrafted,undrafted,West,Northwest,Oklahoma City Thunder,Role Players
Alex Ducas,1.82,0.0,0.75,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.52,G,2.01,99.0,USA,undrafted,undrafted,West,Northwest,Oklahoma City Thunder,Prospects and Bench Players
Alex Len,7.65,0.73,1.27,0.39,0.0,0.27,0.0,0.13,0.27,0.07,0.4,1.67,2.07,0.73,0.2,0.73,0.4,0.93,1.6,2.19,C,2.13,112.5,Ukraine,2013,5,West,Pacific,Sacramento Kings,Prospects and Bench Players
Alex Reese,1.88,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,F,2.06,110.25,USA,undrafted,undrafted,West,Northwest,Oklahoma City Thunder,Prospects and Bench Players
Alex Sarr,26.77,3.94,10.5,0.36,1.11,4.56,0.23,1.56,2.33,0.51,1.94,4.11,6.06,2.11,0.72,1.83,1.28,2.78,10.56,8.16,C,2.13,92.25,France,2024,2,East,Southeast,Washington Wizards,All-Stars
Alondes Williams,3.72,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.1,G,1.93,94.5,USA,undrafted,undrafted,East,Central,Detroit Pistons,Prospects and Bench Players
Alperen Sengun,30.44,7.2,15.15,0.47,0.4,1.5,0.25,3.9,5.1,0.65,3.45,7.3,10.75,5.1,1.2,1.25,2.15,2.75,18.7,17.49,C,2.11,109.35,Turkey,2021,16,West,Southwest,Houston Rockets,All-Stars
Amen Thompson,26.72,4.35,7.55,0.57,0.3,1.0,0.2,2.9,3.95,0.75,2.15,4.85,7.0,2.1,1.3,1.0,1.75,2.5,11.9,11.62,F,2.01,90.0,USA,2023,4,West,Southwest,Houston Rockets,All-Stars
Amir Coffey,24.15,3.29,7.05,0.47,1.48,3.57,0.42,1.52,1.81,0.6,0.57,1.86,2.43,1.19,0.62,0.05,0.57,1.48,9.57,7.12,G,2.01,94.5,USA,undrafted,undrafted,West,Pacific,LA Clippers,Role Players
Andre Drummond,20.34,3.24,6.18,0.55,0.06,0.35,0.06,1.53,2.76,0.54,2.88,5.29,8.18,0.59,1.29,0.47,1.71,2.53,8.06,7.46,C,2.11,125.55,USA,2012,9,East,Atlantic,Philadelphia 76ers,All-Stars
Andrew Nembhard,26.65,2.86,7.43,0.45,0.43,1.86,0.18,1.14,1.43,0.46,0.14,1.86,2.0,4.71,0.86,0.0,1.43,2.14,7.29,5.64,G,1.93,85.95,Canada,2022,31,East,Central,Indiana Pacers,Role Players
Andrew Wiggins,28.74,6.0,13.06,0.44,2.24,5.41,0.39,3.18,4.18,0.64,1.71,2.65,4.35,2.35,0.76,0.76,0.94,1.82,17.41,13.54,F,2.01,88.65,Canada,2014,1,West,Pacific,Golden State Warriors,Superstars
Anfernee Simons,30.79,5.88,14.94,0.38,2.41,7.53,0.28,2.53,2.82,0.67,0.24,2.29,2.53,4.29,0.88,0.06,2.47,1.71,16.71,10.11,G,1.9,90.0,USA,2018,24,West,Northwest,Portland Trail Blazers,Superstars
Anthony Black,24.26,2.86,7.14,0.42,0.76,2.67,0.23,2.0,2.67,0.59,0.57,2.14,2.71,4.14,1.0,0.76,2.24,2.24,8.48,6.7,G,2.01,90.0,USA,2023,6,East,Southeast,Orlando Magic,Role Players
Anthony Davis,35.32,10.11,18.22,0.56,0.72,2.0,0.29,7.44,9.56,0.78,2.67,8.89,11.56,3.39,1.28,2.06,2.0,2.0,28.39,25.66,C,2.08,113.85,USA,2012,1,West,Pacific,Los Angeles Lakers,Superstars
Anthony Edwards,37.46,9.58,21.16,0.46,4.68,10.95,0.43,3.84,4.79,0.77,0.68,4.68,5.37,3.74,1.26,0.63,3.0,2.0,27.68,18.73,G,1.93,101.25,USA,2020,1,West,Northwest,Minnesota Timberwolves,Superstars
Anthony Gill,5.5,0.77,1.31,0.28,0.23,0.46,0.23,0.54,1.0,0.15,0.23,0.69,0.92,0.38,0.23,0.08,0.08,0.15,2.31,2.3,F,2.03,103.5,USA,undrafted,undrafted,East,Southeast,Washington Wizards,Prospects and Bench Players
Antonio Reeves,10.03,2.18,5.0,0.41,0.73,2.55,0.2,0.55,0.64,0.32,0.27,1.0,1.27,0.45,0.27,0.0,0.27,0.36,5.64,3.64,G,1.96,92.25,USA,2024,47,West,Southwest,New Orleans Pelicans,Prospects and Bench Players
Ariel Hukporti,9.73,0.57,1.14,0.23,0.0,0.0,0.0,0.14,0.29,0.07,0.29,1.71,2.0,0.43,0.0,1.14,1.0,1.57,1.29,0.84,C,2.11,110.7,Germany,2024,58,East,Atlantic,New York Knicks,Prospects and Bench Players
Ausar Thompson,15.51,2.0,5.75,0.36,0.75,2.25,0.29,0.75,1.75,0.31,1.0,1.5,2.5,3.25,0.5,0.5,1.5,2.25,5.5,3.75,F,1.98,92.25,USA,2023,5,East,Central,Detroit Pistons,Role Players
Austin Reaves,33.74,5.79,13.16,0.44,2.63,7.42,0.35,2.53,3.26,0.62,0.79,2.74,3.53,4.84,1.05,0.21,2.26,2.16,16.74,12.38,G,1.96,88.65,USA,undrafted,undrafted,West,Pacific,Los Angeles Lakers,Superstars
Ayo Dosunmu,29.31,4.62,9.67,0.48,1.1,3.9,0.28,1.52,1.95,0.46,0.57,3.1,3.67,4.14,0.52,0.43,1.29,2.33,11.86,9.6,G,1.96,90.0,USA,2021,38,East,Central,Chicago Bulls,Role Players
Bam Adebayo,35.18,5.94,13.88,0.42,0.94,2.82,0.28,3.0,4.24,0.57,2.71,6.65,9.35,4.76,1.76,0.88,1.59,2.06,15.82,15.18,F,2.06,114.75,USA,2017,14,East,Southeast,Miami Heat,All-Stars
Baylor Scheierman,5.76,0.25,1.75,0.08,0.0,1.0,0.0,0.5,0.5,0.25,0.5,1.0,1.5,0.25,0.0,0.0,0.0,0.5,1.0,0.5,G,1.98,92.25,USA,2024,undrafted,East,Atlantic,Boston Celtics,Prospects and Bench Players
Ben Sheppard,20.89,2.15,5.08,0.39,1.46,3.62,0.36,0.0,0.0,0.0,0.38,1.85,2.23,1.31,0.38,0.31,0.38,2.54,5.77,4.02,G,1.98,85.5,USA,2023,26,East,Central,Indiana Pacers,Role Players
Ben Simmons,25.03,2.8,4.67,0.58,0.0,0.0,0.0,0.2,0.4,0.05,1.07,4.93,6.0,6.67,0.8,0.53,2.73,2.8,5.8,7.79,F,2.08,108.0,Australia,2016,1,East,Atlantic,Brooklyn Nets,All-Stars
Bennedict Mathurin,32.36,6.05,12.25,0.51,1.75,4.1,0.45,4.65,5.55,0.71,1.25,5.4,6.65,1.8,0.7,0.25,2.05,2.45,18.5,13.58,G,1.96,94.5,Canada,2022,6,East,Central,Indiana Pacers,Superstars
Bilal Coulibaly,35.11,4.65,9.65,0.46,1.0,3.24,0.24,2.35,3.12,0.68,1.53,3.82,5.35,2.88,1.29,0.65,1.88,2.41,12.65,10.58,G,2.03,87.75,France,2023,7,East,Southeast,Washington Wizards,Role Players
Blake Wesley,11.75,1.71,3.88,0.37,0.24,1.18,0.11,0.71,1.0,0.35,0.29,0.59,0.88,1.59,0.47,0.06,1.06,0.59,4.35,2.91,G,1.9,83.25,USA,2022,25,West,Southwest,San Antonio Spurs,Prospects and Bench Players
Bobby Portis,23.73,5.44,11.78,0.46,1.0,3.06,0.36,0.89,1.22,0.42,1.83,5.56,7.39,1.33,0.44,0.56,1.22,1.44,12.78,9.49,F,2.08,112.5,USA,2015,22,East,Central,Milwaukee Bucks,All-Stars
Bogdan Bogdanović,24.78,4.0,10.29,0.39,2.29,6.57,0.36,1.29,1.29,0.43,1.0,2.57,3.57,1.71,0.43,0.43,1.57,2.86,11.57,6.66,G,1.96,101.25,Serbia,2014,27,East,Southeast,Atlanta Hawks,Role Players
Bol Bol,4.22,1.0,1.8,0.4,0.2,0.8,0.07,0.8,1.2,0.3,0.4,0.6,1.0,0.2,0.0,0.0,0.2,0.2,3.0,2.3,C,2.21,99.0,Sudan,2019,44,West,Pacific,Phoenix Suns,Prospects and Bench Players
Bones Hyland,6.61,1.43,4.14,0.35,1.0,2.57,0.31,1.0,1.14,0.5,0.29,0.43,0.71,0.29,0.71,0.29,0.71,1.0,4.86,2.8,G,1.88,76.05,USA,2021,26,West,Pacific,LA Clippers,Prospects and Bench Players
Bradley Beal,33.39,6.91,13.73,0.51,2.45,6.18,0.41,1.91,2.36,0.46,0.55,3.18,3.73,3.18,1.18,0.82,1.55,2.64,18.18,13.87,G,1.93,93.15,USA,2012,3,West,Pacific,Phoenix Suns,Superstars
Branden Carlson,1.53,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.85,C,2.13,99.0,USA,undrafted,undrafted,East,Atlantic,Toronto Raptors,Prospects and Bench Players
Brandin Podziemski,24.18,3.0,7.94,0.32,0.78,3.61,0.24,0.94,1.28,0.38,1.06,3.61,4.67,3.5,0.72,0.39,1.22,1.83,7.72,6.54,G,1.93,92.25,USA,2023,19,West,Pacific,Golden State Warriors,Role Players
Brandon Boston Jr.,29.04,4.29,10.29,0.38,1.18,3.94,0.24,1.76,2.12,0.54,0.88,3.06,3.94,4.0,1.59,0.24,1.71,1.88,11.53,9.53,G,1.98,84.60000000000001,USA,2021,51,West,Southwest,New Orleans Pelicans,Role Players
Brandon Clarke,17.47,3.0,5.26,0.57,0.05,0.84,0.01,0.63,1.0,0.33,1.47,3.21,4.68,0.79,0.79,0.32,0.37,1.89,6.68,6.48,F,2.03,96.75,Canada,2019,21,West,Southwest,Memphis Grizzlies,Role Players
Brandon Ingram,33.72,9.0,19.38,0.46,2.44,6.69,0.36,2.44,2.94,0.7,1.0,4.75,5.75,5.44,0.81,0.62,3.88,2.56,22.88,14.99,F,2.03,85.5,USA,2016,2,West,Southwest,New Orleans Pelicans,Superstars
Brandon Miller,34.18,7.25,18.31,0.4,3.81,10.56,0.36,2.31,2.5,0.71,1.06,4.25,5.31,3.69,1.44,0.81,2.94,2.69,20.62,13.22,F,2.01,90.0,USA,2023,2,East,Southeast,Charlotte Hornets,Superstars
Brandon Williams,4.26,0.4,1.8,0.25,0.0,0.4,0.0,0.4,0.6,0.13,0.2,0.6,0.8,0.4,0.0,0.0,0.4,0.4,1.2,0.06,G,1.85,85.5,USA,undrafted,undrafted,West,Southwest,Dallas Mavericks,Prospects and Bench Players
Brice Sensabaugh,16.11,2.85,6.31,0.4,1.69,3.92,0.3,0.77,0.85,0.35,0.85,1.54,2.38,0.54,0.62,0.08,1.23,0.77,8.15,5.41,F,1.96,105.75,USA,2023,28,West,Northwest,Utah Jazz,Role Players
Bronny James,2.63,0.17,1.0,0.08,0.0,0.67,0.0,0.33,0.33,0.17,0.17,0.0,0.17,0.33,0.17,0.0,0.0,0.33,0.67,0.42,G,1.88,94.5,USA,2024,55,West,Pacific,Los Angeles Lakers,Prospects and Bench Players
Brook Lopez,32.79,4.68,9.79,0.46,2.05,5.58,0.34,1.21,1.63,0.45,1.16,3.79,4.95,1.84,1.26,2.37,1.21,2.47,12.63,11.44,C,2.16,126.9,USA,2008,undrafted,East,Central,Milwaukee Bucks,All-Stars
Bruno Fernando,8.67,1.64,3.21,0.45,0.0,0.0,0.0,0.43,0.57,0.21,1.5,1.57,3.07,1.21,0.14,0.5,0.79,1.71,3.71,3.46,F,2.06,108.0,Angola,2019,34,East,Atlantic,Toronto Raptors,Prospects and Bench Players
Buddy Hield,23.3,5.37,11.58,0.45,3.42,7.74,0.44,1.16,1.26,0.5,0.74,2.74,3.47,1.58,0.79,0.26,1.16,2.16,15.32,10.71,G,1.93,99.0,Bahamas,2016,6,West,Pacific,Golden State Warriors,Role Players
CJ McCollum,33.26,8.0,17.71,0.44,3.29,8.86,0.36,1.71,2.71,0.38,0.57,3.0,3.57,3.29,1.43,0.57,1.86,1.71,21.0,14.29,G,1.9,85.5,USA,2013,undrafted,West,Southwest,New Orleans Pelicans,Superstars
Cade Cunningham,36.16,8.83,19.94,0.45,2.33,6.22,0.37,3.5,4.33,0.7,1.06,6.11,7.17,9.0,0.94,0.83,4.72,2.56,23.5,17.39,F,1.98,99.0,USA,2021,1,East,Central,Detroit Pistons,Superstars
Caleb Houstan,4.51,0.23,1.38,0.08,0.15,1.15,0.05,0.15,0.15,0.08,0.08,0.46,0.54,0.0,0.0,0.08,0.08,0.46,0.77,-0.12,G,2.03,92.25,Canada,2022,32,East,Southeast,Orlando Magic,Prospects and Bench Players
Caleb Martin,32.04,3.38,8.19,0.4,0.88,2.88,0.29,2.25,3.31,0.52,1.56,3.38,4.94,2.5,1.06,0.56,2.0,1.88,9.88,7.63,F,1.96,92.25,USA,undrafted,undrafted,East,Atlantic,Philadelphia 76ers,Role Players
Cam Reddish,20.49,1.38,2.54,0.45,0.69,1.31,0.38,0.46,0.77,0.15,0.46,2.08,2.54,0.54,1.08,0.31,0.46,1.85,3.92,3.99,F,2.01,97.65,USA,2019,undrafted,West,Pacific,Los Angeles Lakers,Role Players
