,Player,position,height,weight,country,draft_year,draft_number,conference,division,team
1095,Damyean Dotson,G,1.96,94.5,USA,2017,44,East,Atlantic,New York Knicks
1096,Quincy Douby,G-C,1.9,78.75,USA,2006,19,West,Pacific,Sacramento Kings
1097,Sherman Douglas,G-C,1.85,87.75,USA,1989,28,East,Atlantic,Boston Celtics
1098,Bruce Douglas,G-C,1.9,87.75,USA,1986,57,West,Pacific,Sacramento Kings
1099,Toney Douglas,G-C,1.88,87.75,USA,2009,29,East,Atlantic,New York Knicks
1100,John Douglas,G-C,1.88,76.5,USA,1978,118,West,Pacific,LA Clippers
1101,Leon Douglas,G-C,2.08,103.5,USA,1976,4,East,Central,Detroit Pistons
1102,Chris Douglas-Roberts,G-C,2.01,94.5,USA,2008,undrafted,East,Atlantic,Brooklyn Nets
1103,Sekou Doumbouya,F,2.03,103.5,France,2019,15,West,Pacific,Los Angeles Lakers
1104,Lloyd Dove,G-C,2.03,89.10000000000001,USA,1967,4,East,Central,Detroit Pistons
1105,Zabian Dowdell,G-C,1.9,85.95,USA,undrafted,undrafted,West,Pacific,Phoenix Suns
1106,Steve Downing,G-C,2.03,101.25,USA,1973,17,East,Atlantic,Boston Celtics
1107,Jeff Dowtin,G,1.9,79.65,USA,undrafted,undrafted,East,Atlantic,Philadelphia 76ers
1108,Danny Doyle,G-C,2.03,90.0,USA,1961,44,East,Central,Detroit Pistons
1109,Milton Doyle,G-C,1.93,81.0,USA,2017,undrafted,East,Atlantic,Brooklyn Nets
1110,Terry Dozier,G-C,2.06,94.5,USA,undrafted,undrafted,East,Southeast,Charlotte Hornets
1111,PJ Dozier,G-F,1.98,92.25,USA,undrafted,undrafted,West,Northwest,Minnesota Timberwolves
1112,Goran Dragic,G,1.93,85.5,Slovenia,2008,45,East,Central,Milwaukee Bucks
1113,Zoran Dragic,G-C,1.96,90.0,Slovenia,undrafted,undrafted,East,Southeast,Miami Heat
1114,Greg Dreiling,G-C,2.16,119.25,USA,1986,26,East,Central,Indiana Pacers
1115,Henri Drell,F,2.06,99.0,Estonia,undrafted,undrafted,East,Central,Chicago Bulls
1116,Larry Drew,G-C,1.85,76.5,USA,1980,17,West,Pacific,Sacramento Kings
1117,John Drew,G-C,1.98,92.25,USA,1974,25,East,Southeast,Atlanta Hawks
1118,Bryce Drew,G-C,1.9,82.8,USA,1998,16,West,Southwest,Houston Rockets
1119,Larry Drew II,G-C,1.88,81.0,USA,undrafted,undrafted,East,Atlantic,Philadelphia 76ers
1120,Clyde Drexler,G-C,2.01,99.9,USA,1983,14,West,Northwest,Portland Trail Blazers
1121,Nate Driggers,G-C,1.96,96.75,USA,undrafted,undrafted,East,Atlantic,Boston Celtics
1122,Terry Driscoll,G-C,2.01,96.75,USA,1969,4,East,Central,Milwaukee Bucks
1123,Predrag Drobnjak,G-C,2.11,121.5,Serbia,1997,48,West,Northwest,Oklahoma City Thunder
1124,Ralph Drollinger,G-C,2.18,112.5,USA,1978,5,West,Southwest,Dallas Mavericks
1125,Andre Drummond,C,2.11,125.55,USA,2012,9,East,Atlantic,Philadelphia 76ers
1126,Dennis DuVal,G-C,1.9,78.75,USA,1974,undrafted,East,Southeast,Washington Wizards
1127,Chris Duarte,G,1.96,85.5,Dominican Republic,2021,13,East,Central,Chicago Bulls
1128,Alex Ducas,G,2.01,99.0,USA,undrafted,undrafted,West,Northwest,Oklahoma City Thunder
1129,Dick Duckett,G-C,1.85,83.25,USA,1957,9,West,Pacific,Sacramento Kings
1130,Kevin Duckworth,G-C,2.13,135.0,USA,1986,33,West,Northwest,Portland Trail Blazers
1131,Charles Dudley,G-C,1.88,81.0,USA,1972,76,West,Pacific,Golden State Warriors
1132,Chris Dudley,G-C,2.11,117.0,USA,1987,75,West,Northwest,Portland Trail Blazers
1133,Jared Dudley,F,1.98,106.65,USA,2007,22,West,Pacific,Phoenix Suns
1134,Terry Duerod,G-C,1.88,81.0,USA,1979,48,East,Central,Detroit Pistons
1135,Bob Duffy,G-C,1.9,83.25,USA,1962,undrafted,East,Central,Detroit Pistons
1136,Chris Duhon,G-C,1.85,85.5,USA,2004,38,East,Central,Chicago Bulls
1137,Duje Dukan,G-C,2.06,99.0,Croatia,undrafted,undrafted,West,Pacific,Sacramento Kings
1138,David Duke Jr.,G,1.93,91.8,USA,undrafted,undrafted,West,Southwest,San Antonio Spurs
1139,Walter Dukes,G-C,2.13,99.0,USA,1953,undrafted,East,Central,Detroit Pistons
1140,Joe Dumars,G-C,1.9,87.75,USA,1985,18,East,Central,Detroit Pistons
1141,Richard Dumas,G-C,2.01,101.25,USA,1991,46,West,Pacific,Phoenix Suns
1142,Tony Dumas,G-C,1.98,85.5,USA,1994,19,West,Southwest,Dallas Mavericks
1143,Tim Duncan,F,2.11,112.5,US Virgin Islands,1997,1,West,Southwest,San Antonio Spurs
1144,Andy Duncan,G-C,1.98,87.75,USA,1947,undrafted,West,Pacific,Sacramento Kings
1145,Mike Dunleavy,G-C,2.06,103.5,USA,2002,3,West,Pacific,Golden State Warriors
1146,Mike Dunleavy,G-C,1.9,81.0,USA,1976,99,West,Southwest,Houston Rockets
1147,T.R. Dunn,G-C,1.93,86.4,USA,1977,41,West,Northwest,Denver Nuggets
1148,Pat Dunn,G-C,1.88,76.5,USA,1956,undrafted,West,Pacific,Golden State Warriors
1149,Kris Dunn,G,1.9,92.25,USA,2016,5,West,Pacific,LA Clippers
1150,Ryan Dunn,F,2.03,97.2,USA,2024,28,West,Pacific,Phoenix Suns
1151,Ronald Dupree,G-C,2.01,94.05,USA,undrafted,undrafted,East,Central,Detroit Pistons
1152,Kevin Durant,F,2.11,108.0,USA,2007,2,West,Pacific,Phoenix Suns
1153,Jalen Duren,C,2.08,112.5,USA,2022,13,East,Central,Detroit Pistons
1154,John Duren,G-C,1.9,87.75,USA,1980,19,West,Northwest,Utah Jazz
1155,Pat Durham,G-C,2.01,94.5,USA,1989,35,West,Northwest,Minnesota Timberwolves
1156,Nikola Durisic,G,2.03,96.3,Belgium,2024,43,East,Southeast,Atlanta Hawks
1157,Devin Durrant,G-C,2.01,90.0,USA,1984,25,East,Central,Indiana Pacers
1158,Ken Durrett,G-C,2.01,85.5,USA,1971,4,West,Pacific,Sacramento Kings
1159,Trevon Duval,G,1.88,85.05,USA,undrafted,undrafted,East,Central,Milwaukee Bucks
1160,Jack Dwan,G-C,1.93,90.0,USA,undrafted,undrafted,West,Pacific,Los Angeles Lakers
1161,Craig Dykema,G-C,2.03,85.5,USA,1981,66,West,Pacific,Phoenix Suns
1162,Gene Dyker,G-C,1.98,101.25,USA,1953,undrafted,East,Southeast,Atlanta Hawks
1163,Jerome Dyson,G-C,1.9,81.0,USA,undrafted,undrafted,West,Southwest,New Orleans Pelicans
1164,Ledell Eackles,G-C,1.96,103.95,USA,1988,36,East,Southeast,Washington Wizards
1165,Jim Eakins,G-C,2.11,96.75,USA,1968,57,West,Pacific,Sacramento Kings
1166,Acie Earl,G-C,2.11,108.0,USA,1993,19,East,Atlantic,Boston Celtics
1167,Ed Earle,G-C,1.9,85.5,USA,undrafted,undrafted,East,Atlantic,Philadelphia 76ers
1168,Cleanthony Early,G-C,2.03,94.5,USA,2014,34,East,Atlantic,New York Knicks
1169,Tari Eason,F,2.03,96.75,USA,2022,17,West,Southwest,Houston Rockets
1170,Mark Eaton,G-C,2.24,123.75,USA,1982,72,West,Northwest,Utah Jazz
1171,Jerry Eaves,G-C,1.93,81.0,USA,1982,55,West,Northwest,Utah Jazz
1172,Devin Ebanks,G-C,2.06,96.75,USA,2010,43,West,Pacific,Los Angeles Lakers
1173,Bill Ebben,G-C,1.93,85.5,USA,1957,18,East,Central,Detroit Pistons
1174,Al Eberhard,G-C,1.98,101.25,USA,1974,15,East,Central,Detroit Pistons
1175,Ndudi Ebi,G-C,2.06,87.75,USA,2003,26,West,Northwest,Minnesota Timberwolves
1176,Jaime Echenique,G-C,2.08,116.1,Colombia,undrafted,undrafted,East,Southeast,Washington Wizards
1177,Jarell Eddie,G-C,2.01,98.1,USA,undrafted,undrafted,East,Southeast,Washington Wizards
1178,Patrick Eddie,G-C,2.11,108.0,USA,undrafted,undrafted,East,Atlantic,New York Knicks
1179,Thomas Eddleman,G-C,1.88,85.05,USA,1949,undrafted,East,Central,Detroit Pistons
1180,Kent Edelin,G-C,2.03,92.25,USA,1984,1,East,Central,Indiana Pacers
1181,Zach Edey,C,2.24,137.25,Canada,2024,9,West,Southwest,Memphis Grizzlies
1182,Keith Edmonson,G-C,1.96,87.75,USA,1982,undrafted,West,Southwest,San Antonio Spurs
1183,Tyus Edney,G-C,1.78,74.7,USA,1995,47,West,Pacific,Sacramento Kings
1184,Carsen Edwards,G,1.8,90.0,USA,2019,33,East,Central,Detroit Pistons
1185,Jesse Edwards,C,2.13,103.5,Netherlands,undrafted,undrafted,West,Northwest,Minnesota Timberwolves
1186,Doug Edwards,G-C,2.01,105.75,USA,1993,15,East,Southeast,Atlanta Hawks
1187,John Edwards,G-C,2.13,123.75,USA,undrafted,undrafted,East,Southeast,Atlanta Hawks
1188,Corsley Edwards,G-C,2.06,123.75,USA,2002,57,West,Southwest,New Orleans Pelicans
1189,James Edwards,G-C,2.16,113.4,USA,1977,46,East,Central,Indiana Pacers
1190,Franklin Edwards,G-C,1.85,76.5,USA,1981,22,East,Atlantic,Philadelphia 76ers
1191,Justin Edwards,F,2.01,91.35,USA,undrafted,undrafted,East,Atlantic,Philadelphia 76ers
1192,Anthony Edwards,G,1.93,101.25,USA,2020,1,West,Northwest,Minnesota Timberwolves
1193,Vincent Edwards,F,2.03,101.25,USA,2018,52,West,Southwest,Houston Rockets
1194,Bill Edwards,G-C,2.03,96.75,USA,undrafted,undrafted,East,Atlantic,Philadelphia 76ers
1195,Rob Edwards,G,1.96,92.25,USA,undrafted,undrafted,West,Northwest,Oklahoma City Thunder
1196,Kevin Edwards,G-C,1.9,94.5,USA,1988,undrafted,East,Southeast,Miami Heat
1197,Jay Edwards,G-C,1.93,83.25,USA,1989,33,West,Pacific,LA Clippers
1198,Blue Edwards,G-C,1.93,103.05,USA,1989,21,West,Northwest,Utah Jazz
1199,Kessler Edwards,F,2.01,91.35,USA,2021,44,West,Southwest,Dallas Mavericks
1200,Johnny Egan,G-C,1.83,81.0,USA,1961,12,East,Southeast,Washington Wizards
1201,Eddie Ehlers,G-C,1.9,89.10000000000001,USA,1947,3,East,Atlantic,Boston Celtics
1202,Craig Ehlo,G-C,2.01,92.25,USA,1983,48,East,Central,Cleveland Cavaliers
1203,Dick Eichhorst,G-C,1.9,90.0,USA,undrafted,undrafted,East,Southeast,Atlanta Hawks
1204,Howard Eisley,G-C,1.88,83.25,USA,1994,undrafted,West,Northwest,Utah Jazz
1205,Obinna Ekezie,G-C,2.06,121.5,Nigeria,1999,37,East,Southeast,Atlanta Hawks
1206,Khalid El-Amin,G,1.78,90.0,USA,2000,34,East,Central,Chicago Bulls
1207,Don Eliason,G-C,1.88,94.5,USA,undrafted,undrafted,East,Atlantic,Boston Celtics
1208,Mario Elie,G-C,1.96,101.25,USA,1985,1,West,Southwest,Houston Rockets
1209,CJ Elleby,G-F,1.98,90.0,USA,2020,46,West,Northwest,Minnesota Timberwolves
1210,Ray Ellefson,G-C,2.03,103.5,USA,undrafted,undrafted,East,Atlantic,New York Knicks
1211,Henry Ellenson,F,2.11,110.25,USA,2016,18,East,Central,Detroit Pistons
1212,Wayne Ellington,G,1.93,93.15,USA,2009,28,West,Pacific,Los Angeles Lakers
1213,Sean Elliott,G-C,2.03,99.0,USA,1989,3,West,Southwest,San Antonio Spurs
1214,Bob Elliott,G-C,2.06,101.25,USA,1977,42,East,Atlantic,Brooklyn Nets
1215,Harold Ellis,G-C,1.96,99.0,USA,undrafted,undrafted,West,Pacific,LA Clippers
1216,Bo Ellis,G-C,2.06,88.65,USA,1977,17,West,Northwest,Denver Nuggets
1217,Dale Ellis,G-C,2.01,96.75,USA,1983,9,West,Northwest,Oklahoma City Thunder
1218,Keon Ellis,G,1.93,78.75,USA,undrafted,undrafted,West,Pacific,Sacramento Kings
1219,LeRon Ellis,G-C,2.06,101.25,USA,1991,22,East,Southeast,Charlotte Hornets
1220,LaPhonso Ellis,G-C,2.03,108.0,USA,1992,5,West,Northwest,Denver Nuggets
1221,Boogie Ellis,G,1.88,85.5,USA,undrafted,undrafted,West,Pacific,Sacramento Kings
1222,Monta Ellis,G-C,1.9,83.25,USA,2005,undrafted,West,Pacific,Golden State Warriors
1223,Alexander Ellis,G-C,1.96,83.25,USA,1958,16,West,Pacific,Los Angeles Lakers
1224,Leroy Ellis,G-C,2.11,94.5,USA,1962,6,West,Pacific,Los Angeles Lakers
1225,Joe Ellis,G-C,1.98,78.75,USA,1966,13,West,Pacific,Golden State Warriors
1226,Pervis Ellison,G-C,2.08,105.75,USA,1989,1,East,Southeast,Washington Wizards
1227,Len Elmore,G-C,2.08,99.0,USA,1974,13,East,Atlantic,Brooklyn Nets
1228,Francisco Elson,G-C,2.13,108.0,Netherlands,1999,41,West,Northwest,Denver Nuggets
1229,Darrell Elston,G-C,1.9,85.5,USA,1974,43,East,Central,Indiana Pacers
1230,Melvin Ely,G-C,2.08,117.0,USA,2002,12,East,Southeast,Charlotte Hornets
1231,Joel Embiid,F-C,2.13,126.0,Cameroon,2014,3,East,Atlantic,Philadelphia 76ers
1232,Wayne Embry,G-C,2.03,108.0,USA,1958,22,West,Pacific,Sacramento Kings
1233,Andre Emmett,G-C,1.96,103.5,USA,2004,35,West,Southwest,Memphis Grizzlies
1234,Tristan Enaruna,F,2.03,99.0,Netherlands,undrafted,undrafted,East,Atlantic,Boston Celtics
1235,Chris Engler,G-C,2.11,110.25,USA,1982,undrafted,West,Pacific,Golden State Warriors
1236,Wayne Englestad,G-C,2.03,110.25,USA,undrafted,undrafted,West,Northwest,Denver Nuggets
1237,Claude English,G-C,1.93,83.25,USA,1970,1,West,Northwest,Portland Trail Blazers
1238,Kim English,G-C,1.98,90.0,USA,2012,44,East,Central,Detroit Pistons
1239,Jojo English,G-C,1.93,87.75,USA,undrafted,undrafted,East,Central,Chicago Bulls
1240,Alex English,G-C,2.03,85.5,USA,1976,23,West,Northwest,Denver Nuggets
1241,A.J. English,G-C,1.9,78.75,USA,1990,37,East,Southeast,Washington Wizards
1242,Scott English,G-C,1.98,92.25,USA,1972,33,West,Pacific,Phoenix Suns
1243,Gene Englund,G-C,1.93,92.25,USA,undrafted,undrafted,East,Atlantic,Boston Celtics
1244,Tyler Ennis,G-C,1.9,87.3,Canada,2014,18,West,Pacific,Los Angeles Lakers
1245,James Ennis III,F,1.98,96.75,USA,2013,undrafted,West,Northwest,Denver Nuggets
1246,Ray Epps,G-C,1.98,87.75,USA,1977,4,West,Pacific,Golden State Warriors
1247,Semih Erden,G-C,2.13,108.0,Turkey,2008,undrafted,East,Atlantic,Boston Celtics
1248,Bo Erias,G-C,1.9,99.0,USA,1954,43,West,Pacific,Los Angeles Lakers
1249,Keith Erickson,G-C,1.96,87.75,USA,1965,18,West,Pacific,Los Angeles Lakers
1250,Julius Erving,G-C,2.01,90.0,USA,1972,12,East,Atlantic,Philadelphia 76ers
1251,Evan Eschmeyer,G-C,2.11,112.5,USA,1999,34,East,Atlantic,Brooklyn Nets
1252,Vincenzo Esposito,G-C,1.9,89.10000000000001,Italy,undrafted,undrafted,East,Atlantic,Toronto Raptors
1253,Aaron Estrada,G,1.9,85.5,USA,undrafted,undrafted,East,Central,Detroit Pistons
1254,Drew Eubanks,F,2.08,110.25,USA,undrafted,undrafted,West,Northwest,Utah Jazz
1255,Jeremy Evans,G-C,2.06,90.0,USA,2010,55,West,Northwest,Utah Jazz
1256,Earl Evans,G-C,2.03,90.9,USA,1978,157,East,Central,Detroit Pistons
1257,Maurice Evans,G-C,1.96,99.0,USA,undrafted,undrafted,East,Southeast,Atlanta Hawks
1258,Jacob Evans,G,1.93,94.5,USA,2018,28,West,Pacific,Golden State Warriors
1259,Tyreke Evans,G,1.98,99.0,USA,2009,4,West,Pacific,Sacramento Kings
1260,Mike Evans,G-C,1.85,76.5,USA,1978,21,West,Northwest,Denver Nuggets
1261,Jawun Evans,G-C,1.83,85.5,USA,2017,39,West,Pacific,LA Clippers
1262,Brian Evans,G-C,2.03,99.0,USA,1996,27,East,Southeast,Orlando Magic
1263,Reggie Evans,F,2.03,110.25,USA,undrafted,undrafted,West,Northwest,Oklahoma City Thunder
1264,Tosan Evbuomwan,F,2.01,97.65,United Kingdom,undrafted,undrafted,East,Central,Detroit Pistons
1265,Daniel Ewing,G-C,1.9,83.25,USA,2005,32,West,Pacific,LA Clippers
1266,Patrick Ewing,G-C,2.03,105.75,USA,2008,43,West,Southwest,New Orleans Pelicans
1267,Patrick Ewing,G-C,2.13,114.75,Jamaica,1985,1,East,Atlantic,New York Knicks
1268,Dante Exum,G,1.96,96.3,Australia,2014,5,West,Southwest,Dallas Mavericks
1269,Christian Eyenga,G-C,2.01,94.5,Congo,2009,undrafted,East,Central,Cleveland Cavaliers
1270,Festus Ezeli,G-C,2.11,119.25,Nigeria,2012,undrafted,West,Pacific,Golden State Warriors
1271,John Fairchild,G-C,2.01,92.25,USA,1965,16,West,Pacific,Los Angeles Lakers
1272,Tacko Fall,C,2.26,139.95000000000002,Senegal,undrafted,undrafted,East,Central,Cleveland Cavaliers
1273,Phil Farbman,G-C,1.85,83.25,USA,undrafted,undrafted,West,Pacific,Golden State Warriors
1274,Kenneth Faried,F-C,2.03,99.0,USA,2011,22,West,Northwest,Denver Nuggets
1275,Dick Farley,G-C,1.93,85.5,USA,1954,15,East,Atlantic,Philadelphia 76ers
1276,Jordan Farmar,G-C,1.88,81.0,USA,2006,26,West,Pacific,Los Angeles Lakers
1277,Tony Farmer,G-C,2.06,109.8,USA,undrafted,undrafted,West,Pacific,Golden State Warriors
1278,Jim Farmer,G-C,1.93,85.5,USA,1987,undrafted,West,Northwest,Oklahoma City Thunder
1279,Mike Farmer,G-C,2.01,94.5,USA,1958,3,East,Southeast,Atlanta Hawks
1280,Desmon Farmer,G-C,1.96,99.0,USA,undrafted,undrafted,West,Northwest,Oklahoma City Thunder
1281,Vitor Faverani,C,2.11,117.0,Brazil,undrafted,undrafted,East,Atlantic,Boston Celtics
1282,Derrick Favors,F-C,2.06,119.25,USA,2010,3,West,Southwest,Houston Rockets
1283,Nick Fazekas,G-C,2.11,105.75,USA,2007,34,West,Pacific,LA Clippers
1284,Dave Fedor,G-C,1.98,85.5,USA,1962,23,West,Pacific,Golden State Warriors
1285,Butch Feher,G-C,1.93,83.25,USA,1976,33,West,Pacific,Phoenix Suns
1286,Jamie Feick,G-C,2.03,114.75,USA,1996,48,East,Atlantic,Brooklyn Nets
1287,Ron Feiereisel,G-C,1.9,83.25,USA,1953,undrafted,West,Pacific,Los Angeles Lakers
1288,Dave Feitl,G-C,2.11,105.75,USA,1986,43,West,Southwest,Houston Rockets
1289,Kay Felder,G-C,1.75,79.2,USA,2016,54,East,Central,Cleveland Cavaliers
1290,Cristiano Felicio,F-C,2.11,121.5,Brazil,undrafted,undrafted,East,Central,Chicago Bulls
1291,Noel Felix,G-C,2.06,101.25,USA,undrafted,undrafted,West,Northwest,Oklahoma City Thunder
1292,Ray Felix,G-C,2.11,99.0,USA,1953,1,East,Atlantic,New York Knicks
1293,Carrick Felix,G-C,1.98,90.45,USA,2013,33,East,Central,Cleveland Cavaliers
1294,Raymond Felton,G,1.85,92.25,USA,2005,5,East,Southeast,Charlotte Hornets
1295,Jake Fendley,G-C,1.83,81.0,USA,1951,23,East,Central,Detroit Pistons
1296,Bill Fenley,G-C,1.9,85.5,USA,undrafted,undrafted,East,Atlantic,Boston Celtics
1297,Desmond Ferguson,G-C,2.01,94.5,USA,undrafted,undrafted,West,Northwest,Portland Trail Blazers
1298,Terrance Ferguson,G,1.98,85.5,USA,2017,21,West,Northwest,Oklahoma City Thunder
1299,Rudy Fernandez,G-C,1.98,83.25,Spain,2007,24,West,Northwest,Portland Trail Blazers
1300,Bruno Fernando,F,2.06,108.0,Angola,2019,34,East,Atlantic,Toronto Raptors
1301,Eric Fernsten,G-C,2.08,92.25,USA,1975,62,East,Atlantic,Boston Celtics
1302,Al Ferrari,G-C,1.93,85.5,USA,1955,15,East,Southeast,Atlanta Hawks
1303,Rolando Ferreira,G-C,2.16,108.0,USA,1988,26,West,Northwest,Portland Trail Blazers
1304,Duane Ferrell,G-C,2.01,96.75,USA,undrafted,undrafted,East,Southeast,Atlanta Hawks
1305,Yogi Ferrell,G,1.83,80.10000000000001,USA,undrafted,undrafted,West,Pacific,Sacramento Kings
1306,Arnie Ferrin,G-C,1.93,81.0,USA,1948,undrafted,West,Pacific,Los Angeles Lakers
1307,Bob Ferry,G-C,2.03,103.5,USA,1959,undrafted,East,Central,Detroit Pistons
1308,Danny Ferry,G-C,2.08,105.75,USA,1989,2,East,Central,Cleveland Cavaliers
1309,Kyrylo Fesenko,G-C,2.16,126.0,Ukraine,2007,38,West,Northwest,Utah Jazz
1310,Landry Fields,G,2.01,96.75,USA,2010,39,East,Atlantic,New York Knicks
1311,Kenny Fields,G-C,1.96,99.0,USA,1984,21,East,Central,Milwaukee Bucks
1312,Ron Filipek,G-C,1.96,92.25,USA,1967,0,East,Atlantic,Philadelphia 76ers
1313,Kyle Filipowski,C,2.11,112.5,USA,2024,32,West,Northwest,Utah Jazz
1314,Greg Fillmore,G-C,2.16,108.0,USA,1970,136,East,Atlantic,New York Knicks
1315,Hank Finkel,G-C,2.13,108.0,USA,1966,17,East,Atlantic,Boston Celtics
1316,Michael Finley,G-C,2.01,101.25,USA,1995,21,West,Southwest,Dallas Mavericks
1317,Danny Finn,G-C,1.85,83.25,USA,undrafted,undrafted,West,Pacific,Golden State Warriors
1318,Dorian Finney-Smith,F,2.01,99.0,USA,undrafted,undrafted,East,Atlantic,Brooklyn Nets
1319,Matt Fish,G-C,2.11,119.25,USA,1992,undrafted,West,Pacific,LA Clippers
1320,Derek Fisher,G-C,1.85,94.5,USA,1996,24,West,Pacific,Los Angeles Lakers
1321,Gerald Fitch,G-C,1.9,84.60000000000001,USA,undrafted,undrafted,East,Southeast,Miami Heat
1322,Malik Fitts,F,1.96,103.5,USA,undrafted,undrafted,West,Pacific,LA Clippers
1323,Marcus Fizer,G-C,2.03,117.0,USA,2000,4,East,Central,Chicago Bulls
1324,Adam Flagler,G,1.9,81.0,USA,undrafted,undrafted,West,Northwest,Oklahoma City Thunder
1325,Jerry Fleishman,G-C,1.88,85.5,USA,undrafted,undrafted,West,Pacific,Golden State Warriors
1326,Ed Fleming,G-C,1.9,85.05,USA,1955,16,West,Pacific,Los Angeles Lakers
1327,Al Fleming,G-C,2.01,96.75,USA,1976,undrafted,West,Northwest,Oklahoma City Thunder
1328,Vern Fleming,G-C,1.96,83.25,USA,1984,18,East,Central,Indiana Pacers
1329,Luis Flores,G-C,1.88,87.75,USA,2004,55,West,Pacific,Golden State Warriors
1330,Trentyn Flowers,F,2.06,83.25,USA,undrafted,undrafted,West,Pacific,LA Clippers
1331,Bruce Flowers,G-C,2.03,101.25,USA,1979,26,East,Central,Cleveland Cavaliers
1332,Sleepy Floyd,G-C,1.9,76.5,USA,1982,13,West,Southwest,Houston Rockets
1333,Jonny Flynn,G,1.83,83.25,USA,2009,6,West,Northwest,Minnesota Timberwolves
1334,Mike Flynn,G-C,1.88,81.0,USA,1975,113,East,Central,Indiana Pacers
1335,Malachi Flynn,G,1.85,83.25,USA,2020,29,West,Southwest,San Antonio Spurs
1336,Larry Fogle,G-C,1.96,92.25,USA,1975,34,East,Atlantic,New York Knicks
1337,Jack Foley,G-C,1.9,76.5,USA,1962,16,East,Atlantic,New York Knicks
1338,Levi Fontaine,G-C,1.93,85.5,USA,1970,undrafted,West,Pacific,Golden State Warriors
1339,Simone Fontecchio,F,2.01,94.05,Italy,undrafted,undrafted,East,Central,Detroit Pistons
1340,Jeff Foote,G-C,2.13,119.25,USA,undrafted,undrafted,West,Southwest,New Orleans Pelicans
1341,Bryn Forbes,G,1.88,92.25,USA,undrafted,undrafted,West,Northwest,Minnesota Timberwolves
1342,Gary Forbes,G-C,2.01,99.0,Panama,undrafted,undrafted,West,Northwest,Denver Nuggets
1343,Chris Ford,G-C,1.96,85.5,USA,1972,17,East,Central,Detroit Pistons
1344,Jake Ford,G-C,1.9,81.0,USA,1970,undrafted,West,Northwest,Oklahoma City Thunder
1345,Don Ford,G-C,2.06,96.75,USA,1975,92,West,Pacific,Los Angeles Lakers
1346,Phil Ford,G-C,1.88,78.75,USA,1978,2,West,Pacific,Sacramento Kings
1347,Alphonso Ford,G-C,1.85,85.5,USA,1993,32,West,Northwest,Oklahoma City Thunder
1348,Aleem Ford,F,2.03,99.0,USA,undrafted,undrafted,East,Southeast,Orlando Magic
1349,Jordan Ford,G,1.85,78.75,USA,undrafted,undrafted,West,Pacific,Sacramento Kings
1350,Sharrod Ford,G-C,2.06,105.75,USA,undrafted,undrafted,West,Pacific,Phoenix Suns
1351,Alton Ford,G-C,2.06,126.0,USA,2001,undrafted,West,Pacific,Phoenix Suns
1352,Sherell Ford,G-C,2.01,94.5,USA,1995,26,West,Northwest,Oklahoma City Thunder
1353,T.J. Ford,G-C,1.83,74.25,USA,2003,8,East,Central,Indiana Pacers
1354,Donnie Forman,G-C,1.78,78.75,USA,undrafted,undrafted,West,Pacific,Los Angeles Lakers
1355,Trent Forrest,G,1.93,94.5,USA,undrafted,undrafted,East,Southeast,Atlanta Hawks
1356,Bayard Forrest,G-C,2.08,105.75,USA,1976,19,West,Pacific,Phoenix Suns
1357,Joseph Forte,G-C,1.93,87.3,USA,2001,21,West,Northwest,Oklahoma City Thunder
1358,Courtney Fortson,G-C,1.8,83.25,USA,undrafted,undrafted,West,Southwest,Houston Rockets
1359,Danny Fortson,G-C,2.03,117.0,USA,1997,undrafted,West,Northwest,Denver Nuggets
1360,Greg Foster,G-C,2.11,112.5,USA,1990,35,West,Northwest,Utah Jazz
1361,Fred Foster,G-C,1.96,94.5,USA,1968,28,East,Atlantic,Philadelphia 76ers
1362,Jeff Foster,G-C,2.11,112.5,USA,1999,21,East,Central,Indiana Pacers
1363,Rod Foster,G-C,1.85,72.0,USA,1983,28,West,Pacific,Phoenix Suns
